ID,gene.count.original,gene.count.UMI
ENSMUSG00000001156,21,10
ENSMUSG00000031485,95,53
ENSMUSG00000022389,243,132
ENSMUSG00000010277,127,68
ENSMUSG00000074607,44,22
ENSMUSG00000003308,56,26
ENSMUSG00000046287,7,5
ENSMUSG00000047881,6,3
ENSMUSG00000047888,86,39
ENSMUSG00000069520,34,19
ENSMUSG00000028980,2,1
ENSMUSG00000028982,8,5
ENSMUSG00000028986,239,128
ENSMUSG00000083012,3,1
ENSMUSG00000046753,27,12
ENSMUSG00000046756,56,26
ENSMUSG00000035139,11,5
ENSMUSG00000035133,81,40
ENSMUSG00000035131,4,2
ENSMUSG00000042453,19,7
ENSMUSG00000004947,6,2
ENSMUSG00000004945,25,13
ENSMUSG00000038894,84,51
ENSMUSG00000038895,7,6
ENSMUSG00000031144,1588,805
ENSMUSG00000084984,11,14
ENSMUSG00000001270,483,265
ENSMUSG00000010392,66,39
ENSMUSG00000082054,1,1
ENSMUSG00000082051,4,3
ENSMUSG00000074384,1,1
ENSMUSG00000086993,7,4
ENSMUSG00000084846,4,1
ENSMUSG00000084845,24,11
ENSMUSG00000001891,66,34
ENSMUSG00000024537,24,14
ENSMUSG00000024530,12,8
ENSMUSG00000024533,33,19
ENSMUSG00000024539,24,15
ENSMUSG00000059743,17,8
ENSMUSG00000059742,186,91
ENSMUSG00000056749,26,13
ENSMUSG00000041836,14,7
ENSMUSG00000041837,22,10
ENSMUSG00000003813,65,39
ENSMUSG00000081505,2,1
ENSMUSG00000081500,1,1
ENSMUSG00000085088,2,2
ENSMUSG00000067594,4,4
ENSMUSG00000051246,19,9
ENSMUSG00000056296,15,4
ENSMUSG00000051242,41,22
ENSMUSG00000051243,109,51
ENSMUSG00000083864,8,5
ENSMUSG00000083861,4,2
ENSMUSG00000024253,30,18
ENSMUSG00000085337,2,1
ENSMUSG00000085335,2,1
ENSMUSG00000085334,6,2
ENSMUSG00000082906,9,4
ENSMUSG00000085338,4,1
ENSMUSG00000057160,5,2
ENSMUSG00000015852,2,1
ENSMUSG00000082738,4,1
ENSMUSG00000052534,151,78
ENSMUSG00000052533,1,2
ENSMUSG00000052539,34,20
ENSMUSG00000059981,116,57
ENSMUSG00000084067,45,24
ENSMUSG00000092595,4,6
ENSMUSG00000092599,5,29
ENSMUSG00000029715,21,11
ENSMUSG00000029713,204,105
ENSMUSG00000090605,1,1
ENSMUSG00000021807,34,17
ENSMUSG00000021803,1,1
ENSMUSG00000036158,152,78
ENSMUSG00000033308,19,12
ENSMUSG00000033307,5,4
ENSMUSG00000033306,1,1
ENSMUSG00000002205,15,7
ENSMUSG00000036155,58,29
ENSMUSG00000038463,175,86
ENSMUSG00000038462,274,137
ENSMUSG00000038467,165,94
ENSMUSG00000030659,60,35
ENSMUSG00000030655,86,47
ENSMUSG00000037685,402,213
ENSMUSG00000037683,5,2
ENSMUSG00000030652,66,28
ENSMUSG00000030653,609,318
ENSMUSG00000014077,120,62
ENSMUSG00000014074,28,17
ENSMUSG00000014075,13,9
ENSMUSG00000076437,6,5
ENSMUSG00000076435,4,1
ENSMUSG00000076432,27,18
ENSMUSG00000076431,6,5
ENSMUSG00000038797,11,6
ENSMUSG00000038793,20,11
ENSMUSG00000082860,2,1
ENSMUSG00000063200,77,41
ENSMUSG00000090697,7,3
ENSMUSG00000076382,2,1
ENSMUSG00000037351,332,160
ENSMUSG00000037353,33,16
ENSMUSG00000037355,5,4
ENSMUSG00000092279,3,1
ENSMUSG00000048756,27,16
ENSMUSG00000073096,6,4
ENSMUSG00000048755,12,8
ENSMUSG00000031217,17,9
ENSMUSG00000009555,29,13
ENSMUSG00000022641,31,17
ENSMUSG00000029613,85,40
ENSMUSG00000029610,34,17
ENSMUSG00000029616,113,61
ENSMUSG00000029617,28,14
ENSMUSG00000029614,29,16
ENSMUSG00000025915,3,2
ENSMUSG00000025917,139,70
ENSMUSG00000025916,3,1
ENSMUSG00000011831,17,9
ENSMUSG00000011832,52,27
ENSMUSG00000011837,8,6
ENSMUSG00000042616,55,31
ENSMUSG00000042613,2,2
ENSMUSG00000036977,12,5
ENSMUSG00000036975,3,1
ENSMUSG00000032528,5,2
ENSMUSG00000035674,170,91
ENSMUSG00000049939,41,19
ENSMUSG00000049932,13,8
ENSMUSG00000035443,103,52
ENSMUSG00000020738,18,10
ENSMUSG00000020736,51,20
ENSMUSG00000020737,62,27
ENSMUSG00000033849,117,54
ENSMUSG00000028256,18,7
ENSMUSG00000033845,41,27
ENSMUSG00000028252,59,32
ENSMUSG00000044513,2,1
ENSMUSG00000027428,12,10
ENSMUSG00000027427,33,14
ENSMUSG00000027425,14,9
ENSMUSG00000027424,2,2
ENSMUSG00000027423,33,15
ENSMUSG00000027422,11,8
ENSMUSG00000087598,4,3
ENSMUSG00000049511,10,4
ENSMUSG00000087590,2,1
ENSMUSG00000043987,3,2
ENSMUSG00000073843,1,2
ENSMUSG00000024732,9,8
ENSMUSG00000024736,182,87
ENSMUSG00000024735,329,177
ENSMUSG00000027288,86,43
ENSMUSG00000027282,72,39
ENSMUSG00000027281,8,3
ENSMUSG00000027287,7,2
ENSMUSG00000027286,28,14
ENSMUSG00000027285,36,19
ENSMUSG00000027284,2,1
ENSMUSG00000024889,8,4
ENSMUSG00000024887,12,7
ENSMUSG00000024883,100,50
ENSMUSG00000026779,4,2
ENSMUSG00000026775,203,104
ENSMUSG00000026771,16,9
ENSMUSG00000026773,51,28
ENSMUSG00000026484,212,108
ENSMUSG00000026482,81,48
ENSMUSG00000026483,3,1
ENSMUSG00000003809,31,16
ENSMUSG00000026489,7,2
ENSMUSG00000081629,2,1
ENSMUSG00000085539,5,1
ENSMUSG00000089437,2,1
ENSMUSG00000081196,9,3
ENSMUSG00000004460,123,64
ENSMUSG00000004462,6,5
ENSMUSG00000006191,29,16
ENSMUSG00000084665,6,3
ENSMUSG00000003119,30,18
ENSMUSG00000034187,3024,1550
ENSMUSG00000043207,52,21
ENSMUSG00000008976,51,24
ENSMUSG00000034452,1,1
ENSMUSG00000034453,29,14
ENSMUSG00000074030,44,27
ENSMUSG00000009376,13,5
ENSMUSG00000042557,81,49
ENSMUSG00000042558,29,15
ENSMUSG00000027330,16,6
ENSMUSG00000017740,1045,526
ENSMUSG00000044894,201,103
ENSMUSG00000002996,22,11
ENSMUSG00000002997,20,10
ENSMUSG00000041112,14,10
ENSMUSG00000041117,1,1
ENSMUSG00000041115,153,79
ENSMUSG00000041119,13,8
ENSMUSG00000000594,29,14
ENSMUSG00000078838,1,1
ENSMUSG00000008028,2,1
ENSMUSG00000055430,158,76
ENSMUSG00000051890,21,10
ENSMUSG00000082159,2,2
ENSMUSG00000064945,5,2
ENSMUSG00000058624,324,181
ENSMUSG00000090327,2,1
ENSMUSG00000090323,2,1
ENSMUSG00000027546,269,125
ENSMUSG00000040797,65,32
ENSMUSG00000040794,264,125
ENSMUSG00000040795,33,15
ENSMUSG00000056158,4,2
ENSMUSG00000056153,10,4
ENSMUSG00000015337,20,9
ENSMUSG00000015335,2,1
ENSMUSG00000085279,2,1
ENSMUSG00000065304,1,1
ENSMUSG00000065306,22,10
ENSMUSG00000047228,2,2
ENSMUSG00000047221,14,8
ENSMUSG00000053253,99,49
ENSMUSG00000013275,40,22
ENSMUSG00000038982,1,1
ENSMUSG00000038984,25,18
ENSMUSG00000034826,3,3
ENSMUSG00000016179,63,31
ENSMUSG00000066456,13,8
ENSMUSG00000052707,7,4
ENSMUSG00000092416,3,2
ENSMUSG00000064165,1,1
ENSMUSG00000058655,155,81
ENSMUSG00000071083,2,1
ENSMUSG00000054708,27,11
ENSMUSG00000033530,56,30
ENSMUSG00000036721,2,1
ENSMUSG00000017221,232,114
ENSMUSG00000061104,61,31
ENSMUSG00000071757,25,9
ENSMUSG00000071753,19,7
ENSMUSG00000080950,2,1
ENSMUSG00000091443,2,1
ENSMUSG00000060475,11,5
ENSMUSG00000060477,6,3
ENSMUSG00000038611,50,28
ENSMUSG00000038612,37,22
ENSMUSG00000038615,195,104
ENSMUSG00000038619,319,159
ENSMUSG00000031976,14,5
ENSMUSG00000031974,3,2
ENSMUSG00000031972,8,4
ENSMUSG00000031970,2,1
ENSMUSG00000031971,126,74
ENSMUSG00000031979,24,16
ENSMUSG00000049624,35,17
ENSMUSG00000030376,615,289
ENSMUSG00000030374,265,130
ENSMUSG00000023495,13,10
ENSMUSG00000031392,8,5
ENSMUSG00000031393,73,42
ENSMUSG00000031391,527,276
ENSMUSG00000031398,12,7
ENSMUSG00000031399,11,7
ENSMUSG00000070939,50,25
ENSMUSG00000023723,57,26
ENSMUSG00000070934,403,211
ENSMUSG00000056832,7,5
ENSMUSG00000039563,1,1
ENSMUSG00000039568,59,25
ENSMUSG00000031024,4,3
ENSMUSG00000031026,9,5
ENSMUSG00000031021,51,31
ENSMUSG00000031028,58,36
ENSMUSG00000031029,85,51
ENSMUSG00000025894,65,40
ENSMUSG00000028868,1,1
ENSMUSG00000028869,113,56
ENSMUSG00000025892,13,8
ENSMUSG00000025893,14,10
ENSMUSG00000034614,31,12
ENSMUSG00000028863,92,46
ENSMUSG00000034616,12,7
ENSMUSG00000034617,13,7
ENSMUSG00000034610,33,19
ENSMUSG00000025899,40,23
ENSMUSG00000034612,99,48
ENSMUSG00000034613,77,34
ENSMUSG00000021385,36,21
ENSMUSG00000029071,13,8
ENSMUSG00000032615,27,14
ENSMUSG00000032612,2,1
ENSMUSG00000029403,37,18
ENSMUSG00000029402,4,3
ENSMUSG00000029401,9,6
ENSMUSG00000029407,220,107
ENSMUSG00000029406,79,38
ENSMUSG00000029405,468,239
ENSMUSG00000029404,69,31
ENSMUSG00000042790,101,57
ENSMUSG00000042793,2,1
ENSMUSG00000042797,9,4
ENSMUSG00000025766,11,4
ENSMUSG00000025764,7,4
ENSMUSG00000021650,66,32
ENSMUSG00000045078,99,48
ENSMUSG00000045071,4,1
ENSMUSG00000007908,15,8
ENSMUSG00000024387,191,99
ENSMUSG00000024384,32,17
ENSMUSG00000024383,11,8
ENSMUSG00000024382,52,28
ENSMUSG00000024381,263,136
ENSMUSG00000044308,308,168
ENSMUSG00000086895,3,1
ENSMUSG00000086890,4,2
ENSMUSG00000044306,4,2
ENSMUSG00000000552,2,2
ENSMUSG00000075268,4,2
ENSMUSG00000075266,4,2
ENSMUSG00000058420,133,73
ENSMUSG00000024969,133,69
ENSMUSG00000024968,7,3
ENSMUSG00000026630,1,1
ENSMUSG00000024963,5,4
ENSMUSG00000024962,1,1
ENSMUSG00000024966,420,214
ENSMUSG00000026632,24,12
ENSMUSG00000001999,9,7
ENSMUSG00000001998,8,4
ENSMUSG00000001995,24,12
ENSMUSG00000002343,21,14
ENSMUSG00000035666,41,22
ENSMUSG00000051703,26,13
ENSMUSG00000080829,1,1
ENSMUSG00000005677,5,3
ENSMUSG00000005674,33,15
ENSMUSG00000005672,457,248
ENSMUSG00000040550,33,16
ENSMUSG00000026527,65,36
ENSMUSG00000026526,143,71
ENSMUSG00000026520,57,31
ENSMUSG00000047021,3,2
ENSMUSG00000047022,3,2
ENSMUSG00000085703,31,23
ENSMUSG00000050890,10,5
ENSMUSG00000050891,23,7
ENSMUSG00000050896,51,29
ENSMUSG00000084258,2,1
ENSMUSG00000029878,4,1
ENSMUSG00000081010,7,5
ENSMUSG00000031365,5,3
ENSMUSG00000083707,1,1
ENSMUSG00000006651,1234,652
ENSMUSG00000046743,126,61
ENSMUSG00000001569,39,21
ENSMUSG00000045538,37,22
ENSMUSG00000084673,1,1
ENSMUSG00000067189,38,20
ENSMUSG00000001383,530,269
ENSMUSG00000001380,141,75
ENSMUSG00000041096,179,96
ENSMUSG00000081835,2,1
ENSMUSG00000064984,1,1
ENSMUSG00000075546,1,1
ENSMUSG00000041324,10,6
ENSMUSG00000041329,363,202
ENSMUSG00000000384,23,12
ENSMUSG00000066278,12,7
ENSMUSG00000022037,280,150
ENSMUSG00000022035,109,52
ENSMUSG00000022031,142,71
ENSMUSG00000055639,5,4
ENSMUSG00000055633,3,2
ENSMUSG00000057982,18,7
ENSMUSG00000040055,1,1
ENSMUSG00000040054,53,41
ENSMUSG00000057672,14,6
ENSMUSG00000014601,110,58
ENSMUSG00000017843,95,54
ENSMUSG00000039159,14,7
ENSMUSG00000039153,9,6
ENSMUSG00000039156,200,102
ENSMUSG00000039157,36,18
ENSMUSG00000067608,8,4
ENSMUSG00000021719,111,55
ENSMUSG00000021716,20,13
ENSMUSG00000021715,19,8
ENSMUSG00000021713,7,3
ENSMUSG00000021712,234,122
ENSMUSG00000021711,95,48
ENSMUSG00000021710,46,19
ENSMUSG00000019907,417,207
ENSMUSG00000053358,2,1
ENSMUSG00000078671,62,38
ENSMUSG00000049097,42,25
ENSMUSG00000049092,10,6
ENSMUSG00000086709,1,1
ENSMUSG00000086705,2,1
ENSMUSG00000052915,8,5
ENSMUSG00000052914,19,10
ENSMUSG00000036391,25,13
ENSMUSG00000036390,5,3
ENSMUSG00000064647,1,1
ENSMUSG00000036398,105,47
ENSMUSG00000032898,223,123
ENSMUSG00000039849,14,7
ENSMUSG00000039844,25,15
ENSMUSG00000032897,12,6
ENSMUSG00000039841,29,13
ENSMUSG00000020048,966,497
ENSMUSG00000048327,2,1
ENSMUSG00000054519,11,6
ENSMUSG00000054514,5,2
ENSMUSG00000054517,3,2
ENSMUSG00000090928,3,2
ENSMUSG00000030942,138,65
ENSMUSG00000033769,318,174
ENSMUSG00000033768,137,77
ENSMUSG00000033767,11,8
ENSMUSG00000033760,6,3
ENSMUSG00000033763,7,3
ENSMUSG00000072214,441,226
ENSMUSG00000062563,1,1
ENSMUSG00000037443,12,8
ENSMUSG00000030493,10,3
ENSMUSG00000037447,3,3
ENSMUSG00000027900,9,5
ENSMUSG00000027905,35,15
ENSMUSG00000071547,3,2
ENSMUSG00000023026,91,46
ENSMUSG00000023025,29,16
ENSMUSG00000003435,224,134
ENSMUSG00000023021,13,10
ENSMUSG00000023020,28,19
ENSMUSG00000026058,10,5
ENSMUSG00000003438,18,11
ENSMUSG00000030232,31,18
ENSMUSG00000030230,24,13
ENSMUSG00000030231,67,39
ENSMUSG00000030235,1,1
ENSMUSG00000049539,29,11
ENSMUSG00000049536,54,29
ENSMUSG00000031729,105,54
ENSMUSG00000049532,115,57
ENSMUSG00000038000,5,3
ENSMUSG00000038002,50,25
ENSMUSG00000038005,68,36
ENSMUSG00000003382,27,16
ENSMUSG00000048078,306,169
ENSMUSG00000034263,17,9
ENSMUSG00000039509,65,34
ENSMUSG00000022375,11,6
ENSMUSG00000022376,37,18
ENSMUSG00000022377,197,89
ENSMUSG00000022370,57,29
ENSMUSG00000022372,1,2
ENSMUSG00000022378,354,183
ENSMUSG00000034269,48,22
ENSMUSG00000083634,1,1
ENSMUSG00000034807,44,23
ENSMUSG00000034801,12,6
ENSMUSG00000034800,8,5
ENSMUSG00000046207,2,2
ENSMUSG00000046204,41,25
ENSMUSG00000048661,66,39
ENSMUSG00000046201,89,46
ENSMUSG00000048668,10,5
ENSMUSG00000042182,11,5
ENSMUSG00000042185,51,19
ENSMUSG00000043587,7,4
ENSMUSG00000006262,65,32
ENSMUSG00000042233,8,6
ENSMUSG00000032407,151,83
ENSMUSG00000032405,89,45
ENSMUSG00000032403,2,1
ENSMUSG00000032402,99,47
ENSMUSG00000032400,3,2
ENSMUSG00000032409,4,2
ENSMUSG00000030424,1,1
ENSMUSG00000074398,3,2
ENSMUSG00000024026,29,14
ENSMUSG00000079557,13,5
ENSMUSG00000032382,108,54
ENSMUSG00000044176,5,2
ENSMUSG00000038949,38,18
ENSMUSG00000000149,5,1
ENSMUSG00000050668,38,21
ENSMUSG00000050663,15,8
ENSMUSG00000000142,1,1
ENSMUSG00000041528,49,23
ENSMUSG00000018648,26,13
ENSMUSG00000081584,9,5
ENSMUSG00000073207,8,6
ENSMUSG00000027599,132,73
ENSMUSG00000027598,69,33
ENSMUSG00000027593,64,30
ENSMUSG00000027597,5,2
ENSMUSG00000040697,117,61
ENSMUSG00000040693,1,1
ENSMUSG00000051136,3,2
ENSMUSG00000040699,76,41
ENSMUSG00000051133,40,20
ENSMUSG00000080980,1,1
ENSMUSG00000085001,3,3
ENSMUSG00000026312,9,4
ENSMUSG00000026313,66,30
ENSMUSG00000026311,18,8
ENSMUSG00000026317,11,7
ENSMUSG00000026315,2,1
ENSMUSG00000026319,175,85
ENSMUSG00000065752,7,3
ENSMUSG00000024528,23,14
ENSMUSG00000000134,13,9
ENSMUSG00000055102,5,2
ENSMUSG00000081208,11,5
ENSMUSG00000085916,8,14
ENSMUSG00000002280,30,18
ENSMUSG00000005804,31,20
ENSMUSG00000016503,1,1
ENSMUSG00000017670,316,177
ENSMUSG00000017677,22,12
ENSMUSG00000017679,19,9
ENSMUSG00000059854,3,1
ENSMUSG00000011958,11,5
ENSMUSG00000001482,32,15
ENSMUSG00000059734,197,106
ENSMUSG00000051950,6,4
ENSMUSG00000051951,36,22
ENSMUSG00000067215,3,2
ENSMUSG00000002825,10,5
ENSMUSG00000037606,3,2
ENSMUSG00000037605,419,227
ENSMUSG00000037601,101,53
ENSMUSG00000092760,4,2
ENSMUSG00000037608,246,137
ENSMUSG00000039735,83,38
ENSMUSG00000079055,1,1
ENSMUSG00000079057,13,5
ENSMUSG00000079056,66,36
ENSMUSG00000056755,83,45
ENSMUSG00000036856,9,3
ENSMUSG00000015749,140,75
ENSMUSG00000015748,27,15
ENSMUSG00000015747,92,51
ENSMUSG00000015745,13,7
ENSMUSG00000054823,132,72
ENSMUSG00000073016,14,6
ENSMUSG00000093495,2,1
ENSMUSG00000025782,15,8
ENSMUSG00000031922,34,19
ENSMUSG00000062151,2,1
ENSMUSG00000062152,1,1
ENSMUSG00000022179,5,2
ENSMUSG00000031299,373,205
ENSMUSG00000031298,3,3
ENSMUSG00000031295,31,16
ENSMUSG00000031294,1,1
ENSMUSG00000022176,45,20
ENSMUSG00000022177,8,4
ENSMUSG00000022174,77,47
ENSMUSG00000022175,20,10
ENSMUSG00000093147,4,1
ENSMUSG00000038126,6,4
ENSMUSG00000038127,4,1
ENSMUSG00000038122,27,12
ENSMUSG00000038121,63,29
ENSMUSG00000038128,143,74
ENSMUSG00000014599,3,2
ENSMUSG00000081516,2,1
ENSMUSG00000072825,87,51
ENSMUSG00000012296,3,2
ENSMUSG00000025337,77,41
ENSMUSG00000084086,10,5
ENSMUSG00000084087,1,1
ENSMUSG00000035992,114,65
ENSMUSG00000069899,3,2
ENSMUSG00000062846,2,2
ENSMUSG00000028127,147,81
ENSMUSG00000028126,136,78
ENSMUSG00000028125,1,1
ENSMUSG00000028124,65,24
ENSMUSG00000028128,13,5
ENSMUSG00000039294,12,7
ENSMUSG00000039298,1,1
ENSMUSG00000071324,13,8
ENSMUSG00000087667,3,2
ENSMUSG00000051256,33,18
ENSMUSG00000018733,5,1
ENSMUSG00000018736,119,65
ENSMUSG00000032178,118,64
ENSMUSG00000032177,40,24
ENSMUSG00000032175,6,3
ENSMUSG00000032174,500,266
ENSMUSG00000032172,12,6
ENSMUSG00000032171,49,25
ENSMUSG00000060572,4,2
ENSMUSG00000068762,9,5
ENSMUSG00000020491,5,2
ENSMUSG00000053141,21,8
ENSMUSG00000021520,46,28
ENSMUSG00000086134,5,3
ENSMUSG00000033906,5,4
ENSMUSG00000036218,25,11
ENSMUSG00000036214,3,1
ENSMUSG00000022951,13,10
ENSMUSG00000027203,24,15
ENSMUSG00000027201,57,30
ENSMUSG00000027207,50,32
ENSMUSG00000027206,159,88
ENSMUSG00000027204,29,13
ENSMUSG00000027208,11,2
ENSMUSG00000040907,6923,3604
ENSMUSG00000040904,260,122
ENSMUSG00000031883,21,10
ENSMUSG00000031880,5,1
ENSMUSG00000031885,6,3
ENSMUSG00000006442,29,16
ENSMUSG00000031889,57,23
ENSMUSG00000006445,1,1
ENSMUSG00000071662,83,43
ENSMUSG00000071660,36,15
ENSMUSG00000071661,2,1
ENSMUSG00000071669,3,2
ENSMUSG00000043284,30,16
ENSMUSG00000043286,3,1
ENSMUSG00000034108,22,14
ENSMUSG00000034109,19,12
ENSMUSG00000034105,4,3
ENSMUSG00000034101,90,44
ENSMUSG00000005936,55,24
ENSMUSG00000029313,11,6
ENSMUSG00000029312,20,11
ENSMUSG00000029311,49,23
ENSMUSG00000029310,98,48
ENSMUSG00000003199,19,10
ENSMUSG00000003198,1,1
ENSMUSG00000007476,33,15
ENSMUSG00000022240,298,143
ENSMUSG00000022241,64,38
ENSMUSG00000008318,3,2
ENSMUSG00000029290,77,38
ENSMUSG00000029291,437,234
ENSMUSG00000035765,44,30
ENSMUSG00000035764,21,10
ENSMUSG00000035762,20,14
ENSMUSG00000045140,7,3
ENSMUSG00000045149,2,1
ENSMUSG00000044813,5,4
ENSMUSG00000044816,24,12
ENSMUSG00000001134,1,1
ENSMUSG00000001138,20,8
ENSMUSG00000087306,17,6
ENSMUSG00000052403,3,1
ENSMUSG00000058331,3,3
ENSMUSG00000032235,14,8
ENSMUSG00000052406,32,16
ENSMUSG00000032238,11,5
ENSMUSG00000032239,13,3
ENSMUSG00000040249,1117,613
ENSMUSG00000055319,60,37
ENSMUSG00000050148,926,483
ENSMUSG00000024273,13,5
ENSMUSG00000024271,137,76
ENSMUSG00000024277,320,164
ENSMUSG00000024276,11,9
ENSMUSG00000050144,53,30
ENSMUSG00000061950,10,7
ENSMUSG00000056665,16,7
ENSMUSG00000056666,6,2
ENSMUSG00000050490,6,2
ENSMUSG00000090000,45,23
ENSMUSG00000059173,656,346
ENSMUSG00000047731,12,6
ENSMUSG00000047735,3,2
ENSMUSG00000030557,333,172
ENSMUSG00000030556,8,5
ENSMUSG00000030554,61,30
ENSMUSG00000066721,1,1
ENSMUSG00000028861,44,30
ENSMUSG00000084140,1,1
ENSMUSG00000084145,6,5
ENSMUSG00000073987,17,12
ENSMUSG00000024498,134,69
ENSMUSG00000050965,469,258
ENSMUSG00000050967,211,123
ENSMUSG00000050963,35,17
ENSMUSG00000028525,114,66
ENSMUSG00000002329,52,24
ENSMUSG00000002326,26,13
ENSMUSG00000002320,51,25
ENSMUSG00000036052,212,120
ENSMUSG00000036053,12,7
ENSMUSG00000053436,85,44
ENSMUSG00000031609,23,13
ENSMUSG00000064293,89,49
ENSMUSG00000071424,7,3
ENSMUSG00000018974,61,28
ENSMUSG00000032641,12,5
ENSMUSG00000032640,3,1
ENSMUSG00000038690,159,82
ENSMUSG00000038695,8,6
ENSMUSG00000038696,44,22
ENSMUSG00000038697,6,5
ENSMUSG00000001674,2,2
ENSMUSG00000020946,46,25
ENSMUSG00000020949,192,102
ENSMUSG00000020948,25,14
ENSMUSG00000063129,6,3
ENSMUSG00000037017,20,9
ENSMUSG00000037015,7,3
ENSMUSG00000037014,78,40
ENSMUSG00000037013,4,2
ENSMUSG00000037012,1055,529
ENSMUSG00000030042,31,19
ENSMUSG00000092137,1,1
ENSMUSG00000019590,30,19
ENSMUSG00000031310,211,109
ENSMUSG00000031311,48,24
ENSMUSG00000061615,2,1
ENSMUSG00000021306,1,1
ENSMUSG00000021301,31,17
ENSMUSG00000021302,25,11
ENSMUSG00000021303,5,3
ENSMUSG00000029151,34,19
ENSMUSG00000029153,330,181
ENSMUSG00000029152,832,413
ENSMUSG00000029156,72,39
ENSMUSG00000062296,131,66
ENSMUSG00000025815,1,1
ENSMUSG00000025816,82,46
ENSMUSG00000025817,16,5
ENSMUSG00000025810,190,101
ENSMUSG00000025812,5,2
ENSMUSG00000025813,26,16
ENSMUSG00000022454,1652,824
ENSMUSG00000022456,340,177
ENSMUSG00000022451,31,16
ENSMUSG00000022450,128,72
ENSMUSG00000022453,14,6
ENSMUSG00000022452,54,27
ENSMUSG00000046699,137,69
ENSMUSG00000042719,86,45
ENSMUSG00000036834,8,5
ENSMUSG00000036833,9,4
ENSMUSG00000069171,41,21
ENSMUSG00000028688,7,4
ENSMUSG00000028684,59,32
ENSMUSG00000028683,56,27
ENSMUSG00000028680,3,2
ENSMUSG00000049878,102,50
ENSMUSG00000049872,16,12
ENSMUSG00000029483,106,60
ENSMUSG00000029482,71,33
ENSMUSG00000029480,34,20
ENSMUSG00000029486,59,27
ENSMUSG00000035566,112,60
ENSMUSG00000035561,50,32
ENSMUSG00000035569,169,78
ENSMUSG00000020167,5,4
ENSMUSG00000020166,116,68
ENSMUSG00000020164,2,1
ENSMUSG00000020163,70,33
ENSMUSG00000020160,1,1
ENSMUSG00000025102,16,5
ENSMUSG00000028351,271,139
ENSMUSG00000028354,26,16
ENSMUSG00000013539,38,20
ENSMUSG00000046793,9,4
ENSMUSG00000087143,3,2
ENSMUSG00000087141,7,3
ENSMUSG00000018509,18,10
ENSMUSG00000018507,22,12
ENSMUSG00000018501,201,88
ENSMUSG00000052429,146,69
ENSMUSG00000052428,26,15
ENSMUSG00000052423,17,13
ENSMUSG00000087497,4,2
ENSMUSG00000048834,24,13
ENSMUSG00000048833,34,18
ENSMUSG00000048832,7,6
ENSMUSG00000024479,163,92
ENSMUSG00000021488,165,89
ENSMUSG00000021483,3,2
ENSMUSG00000021482,2,1
ENSMUSG00000021481,21,12
ENSMUSG00000024472,24,15
ENSMUSG00000021486,21,15
ENSMUSG00000021484,63,32
ENSMUSG00000031505,64,31
ENSMUSG00000008575,196,111
ENSMUSG00000031503,23,12
ENSMUSG00000031502,12,6
ENSMUSG00000033075,10,4
ENSMUSG00000005360,18,8
ENSMUSG00000005362,187,98
ENSMUSG00000049122,1,1
ENSMUSG00000049124,9,5
ENSMUSG00000013878,2,1
ENSMUSG00000007216,3,3
ENSMUSG00000004099,73,35
ENSMUSG00000004096,127,69
ENSMUSG00000009828,3,2
ENSMUSG00000086368,2,1
ENSMUSG00000086360,14,5
ENSMUSG00000086363,2,2
ENSMUSG00000030522,3,1
ENSMUSG00000030521,81,31
ENSMUSG00000030527,14,6
ENSMUSG00000030525,85,43
ENSMUSG00000030528,5,3
ENSMUSG00000070705,3,1
ENSMUSG00000070709,2,1
ENSMUSG00000063430,116,62
ENSMUSG00000058966,7,4
ENSMUSG00000003437,177,89
ENSMUSG00000034311,1,1
ENSMUSG00000034312,297,156
ENSMUSG00000074771,2,2
ENSMUSG00000046593,3,1
ENSMUSG00000046591,1,1
ENSMUSG00000053199,80,36
ENSMUSG00000046598,85,46
ENSMUSG00000069236,2,2
ENSMUSG00000069237,36,20
ENSMUSG00000044991,5,3
ENSMUSG00000035048,17,9
ENSMUSG00000035049,92,42
ENSMUSG00000082879,13,6
ENSMUSG00000002658,103,58
ENSMUSG00000041014,33,19
ENSMUSG00000044667,1432,769
ENSMUSG00000010554,52,26
ENSMUSG00000030611,29,16
ENSMUSG00000003573,34,13
ENSMUSG00000001300,88,45
ENSMUSG00000001305,12,6
ENSMUSG00000010086,402,224
ENSMUSG00000068221,36,19
ENSMUSG00000058101,1,1
ENSMUSG00000050751,135,70
ENSMUSG00000077481,2,1
ENSMUSG00000029551,16,8
ENSMUSG00000075419,24,12
ENSMUSG00000075415,48,25
ENSMUSG00000041907,9,3
ENSMUSG00000029550,29,16
ENSMUSG00000090175,2,1
ENSMUSG00000063801,25,13
ENSMUSG00000063802,66,35
ENSMUSG00000061601,681,344
ENSMUSG00000006589,28,16
ENSMUSG00000029817,78,40
ENSMUSG00000056366,15,5
ENSMUSG00000056367,362,189
ENSMUSG00000047509,2,2
ENSMUSG00000083919,3,3
ENSMUSG00000085422,1,1
ENSMUSG00000023235,2,1
ENSMUSG00000027603,118,58
ENSMUSG00000038861,86,40
ENSMUSG00000038860,19,11
ENSMUSG00000018347,21,11
ENSMUSG00000018340,145,89
ENSMUSG00000065196,1,1
ENSMUSG00000052621,7,3
ENSMUSG00000066551,4,1
ENSMUSG00000066553,13,5
ENSMUSG00000066554,70,34
ENSMUSG00000063698,9,4
