ID,gene.count.original,gene.count.UMI
ENSMUSG00000031292,327,176
ENSMUSG00000031290,125,56
ENSMUSG00000054051,32,19
ENSMUSG00000001521,10,2
ENSMUSG00000078484,10,6
ENSMUSG00000001524,7,3
ENSMUSG00000001525,536,276
ENSMUSG00000014426,45,24
ENSMUSG00000079283,1,1
ENSMUSG00000037169,7,2
ENSMUSG00000015599,27,14
ENSMUSG00000015597,86,47
ENSMUSG00000046671,37,19
ENSMUSG00000019794,12,6
ENSMUSG00000019795,300,159
ENSMUSG00000019796,137,73
ENSMUSG00000019797,31,15
ENSMUSG00000019790,143,80
ENSMUSG00000019791,31,12
ENSMUSG00000019792,17,8
ENSMUSG00000066892,2,2
ENSMUSG00000054942,70,40
ENSMUSG00000041360,68,38
ENSMUSG00000090758,1,1
ENSMUSG00000000346,12,6
ENSMUSG00000093319,1,1
ENSMUSG00000093315,9,3
ENSMUSG00000091801,64,32
ENSMUSG00000091802,14,6
ENSMUSG00000091803,46,31
ENSMUSG00000066233,4,3
ENSMUSG00000066235,21,11
ENSMUSG00000022076,2,2
ENSMUSG00000022075,25,13
ENSMUSG00000038248,98,44
ENSMUSG00000038244,946,502
ENSMUSG00000038241,27,10
ENSMUSG00000038240,20,11
ENSMUSG00000014592,549,293
ENSMUSG00000029836,47,22
ENSMUSG00000037369,27,14
ENSMUSG00000036285,33,16
ENSMUSG00000013662,256,143
ENSMUSG00000013663,171,77
ENSMUSG00000029833,80,33
ENSMUSG00000057637,101,47
ENSMUSG00000028737,3,2
ENSMUSG00000028730,3,1
ENSMUSG00000052040,78,36
ENSMUSG00000037989,65,30
ENSMUSG00000023852,38,18
ENSMUSG00000037984,470,225
ENSMUSG00000035851,113,55
ENSMUSG00000028089,9,5
ENSMUSG00000028080,34,18
ENSMUSG00000028081,9,5
ENSMUSG00000028082,1,1
ENSMUSG00000028085,17,10
ENSMUSG00000028086,476,246
ENSMUSG00000039114,205,107
ENSMUSG00000039117,15,6
ENSMUSG00000021752,45,22
ENSMUSG00000021750,27,9
ENSMUSG00000021756,24,15
ENSMUSG00000060301,22,11
ENSMUSG00000071286,4,3
ENSMUSG00000071281,5,3
ENSMUSG00000013089,73,39
ENSMUSG00000053395,277,142
ENSMUSG00000053390,24,9
ENSMUSG00000086740,1,1
ENSMUSG00000053024,162,80
ENSMUSG00000053025,1132,583
ENSMUSG00000032850,96,41
ENSMUSG00000039801,36,20
ENSMUSG00000032854,4,1
ENSMUSG00000032855,10,5
ENSMUSG00000039804,75,33
ENSMUSG00000039809,213,108
ENSMUSG00000020610,24,10
ENSMUSG00000077931,3,1
ENSMUSG00000020080,5,3
ENSMUSG00000020083,10,5
ENSMUSG00000020087,13,8
ENSMUSG00000020088,204,98
ENSMUSG00000020089,189,101
ENSMUSG00000063659,566,318
ENSMUSG00000030980,8,6
ENSMUSG00000030982,51,33
ENSMUSG00000030983,63,29
ENSMUSG00000054555,6,3
ENSMUSG00000030986,14,10
ENSMUSG00000027368,1,1
ENSMUSG00000004127,5,2
ENSMUSG00000027361,22,10
ENSMUSG00000027363,98,42
ENSMUSG00000027365,17,8
ENSMUSG00000027366,46,22
ENSMUSG00000027367,86,41
ENSMUSG00000033721,8,4
ENSMUSG00000033720,12,7
ENSMUSG00000033726,5,1
ENSMUSG00000033728,35,19
ENSMUSG00000087250,2,2
ENSMUSG00000037405,1,1
ENSMUSG00000037400,12,2
ENSMUSG00000037408,8,5
ENSMUSG00000004698,54,33
ENSMUSG00000027944,5,3
ENSMUSG00000027947,3,1
ENSMUSG00000027940,56,24
ENSMUSG00000027942,3,2
ENSMUSG00000031762,22,10
ENSMUSG00000031760,285,155
ENSMUSG00000031767,2,2
ENSMUSG00000031765,23,14
ENSMUSG00000026019,48,23
ENSMUSG00000026018,15,7
ENSMUSG00000023068,4,3
ENSMUSG00000023067,2,1
ENSMUSG00000026014,31,14
ENSMUSG00000026017,11,8
ENSMUSG00000023064,1,1
ENSMUSG00000073616,79,44
ENSMUSG00000049577,12,8
ENSMUSG00000049576,4,1
ENSMUSG00000020612,1362,711
ENSMUSG00000039959,7,4
ENSMUSG00000045915,8,4
ENSMUSG00000045912,3,1
ENSMUSG00000075511,4,2
ENSMUSG00000032549,401,222
ENSMUSG00000059897,9,4
ENSMUSG00000059895,6,4
ENSMUSG00000042498,2,1
ENSMUSG00000046798,14,5
ENSMUSG00000069895,20,11
ENSMUSG00000034848,19,10
ENSMUSG00000043542,114,57
ENSMUSG00000083055,2,1
ENSMUSG00000083179,2,2
ENSMUSG00000090516,10,4
ENSMUSG00000004902,1,1
ENSMUSG00000045268,5,3
ENSMUSG00000032449,1,1
ENSMUSG00000032440,4,1
ENSMUSG00000044795,7,4
ENSMUSG00000044792,32,16
ENSMUSG00000044791,132,61
ENSMUSG00000085159,3,2
ENSMUSG00000079511,34,20
ENSMUSG00000036427,536,290
ENSMUSG00000044134,1,1
ENSMUSG00000041560,56,27
ENSMUSG00000024570,35,18
ENSMUSG00000024571,36,22
ENSMUSG00000050627,125,63
ENSMUSG00000024579,20,12
ENSMUSG00000050628,2,1
ENSMUSG00000081540,2,2
ENSMUSG00000081544,6,3
ENSMUSG00000059708,6,4
ENSMUSG00000085048,1,1
ENSMUSG00000027002,1610,828
ENSMUSG00000027004,15,6
ENSMUSG00000027006,59,28
ENSMUSG00000027009,87,46
ENSMUSG00000014856,16,7
ENSMUSG00000014850,27,18
ENSMUSG00000056708,47,22
ENSMUSG00000045573,245,116
ENSMUSG00000030584,71,37
ENSMUSG00000051285,71,36
ENSMUSG00000084390,7,2
ENSMUSG00000082774,1,1
ENSMUSG00000084020,3,2
ENSMUSG00000084026,3,1
ENSMUSG00000012848,169,85
ENSMUSG00000061486,1,1
ENSMUSG00000061482,83,42
ENSMUSG00000016541,967,509
ENSMUSG00000091270,4,2
ENSMUSG00000036114,20,7
ENSMUSG00000036111,31,13
ENSMUSG00000036112,35,21
ENSMUSG00000038429,365,203
ENSMUSG00000038425,2,2
ENSMUSG00000038422,4,3
ENSMUSG00000014039,15,9
ENSMUSG00000010592,4,2
ENSMUSG00000030619,13,7
ENSMUSG00000037649,10,5
ENSMUSG00000001773,5,2
ENSMUSG00000037643,100,51
ENSMUSG00000030612,38,19
ENSMUSG00000030613,9,5
ENSMUSG00000037646,175,80
ENSMUSG00000030615,19,11
ENSMUSG00000030616,17,12
ENSMUSG00000039770,211,100
ENSMUSG00000039771,26,13
ENSMUSG00000031568,13,7
ENSMUSG00000090659,14,3
ENSMUSG00000055116,128,62
ENSMUSG00000090656,1,1
ENSMUSG00000037395,38,21
ENSMUSG00000023262,3,2
ENSMUSG00000023267,1,1
ENSMUSG00000039485,710,378
ENSMUSG00000039483,31,18
ENSMUSG00000039488,1,1
ENSMUSG00000025956,12,6
ENSMUSG00000025950,55,32
ENSMUSG00000025959,6,4
ENSMUSG00000025958,38,19
ENSMUSG00000042606,24,14
ENSMUSG00000093107,2,1
ENSMUSG00000062115,76,42
ENSMUSG00000062116,14,6
ENSMUSG00000062110,37,18
ENSMUSG00000036934,12,6
ENSMUSG00000036932,35,19
ENSMUSG00000011877,206,102
ENSMUSG00000022601,198,109
ENSMUSG00000022602,513,268
ENSMUSG00000022604,26,16
ENSMUSG00000029650,3,2
ENSMUSG00000022607,214,101
ENSMUSG00000029659,1,1
ENSMUSG00000038168,3,2
ENSMUSG00000038160,27,13
ENSMUSG00000083154,3,1
ENSMUSG00000025371,14,8
ENSMUSG00000025370,9,7
ENSMUSG00000025373,42,21
ENSMUSG00000025372,876,424
ENSMUSG00000025375,78,38
ENSMUSG00000025374,55,24
ENSMUSG00000025377,7,5
ENSMUSG00000078747,2,1
ENSMUSG00000013787,145,76
ENSMUSG00000071984,9,4
ENSMUSG00000028291,135,68
ENSMUSG00000028292,22,12
ENSMUSG00000028295,1,1
ENSMUSG00000049971,20,10
ENSMUSG00000068184,24,13
ENSMUSG00000087623,11,4
ENSMUSG00000087620,3,2
ENSMUSG00000087625,1,1
ENSMUSG00000022956,237,122
ENSMUSG00000071369,22,12
ENSMUSG00000022957,50,27
ENSMUSG00000060530,2,1
ENSMUSG00000024773,22,11
ENSMUSG00000060538,4,2
ENSMUSG00000026739,12,5
ENSMUSG00000026737,43,26
ENSMUSG00000036257,103,58
ENSMUSG00000005447,5,2
ENSMUSG00000005442,76,39
ENSMUSG00000086288,4,2
ENSMUSG00000003849,13,4
ENSMUSG00000003848,32,21
ENSMUSG00000086281,9,7
ENSMUSG00000059278,22,16
ENSMUSG00000059273,33,19
ENSMUSG00000020290,182,97
ENSMUSG00000020297,897,468
ENSMUSG00000070576,81,41
ENSMUSG00000020745,626,329
ENSMUSG00000026197,27,12
ENSMUSG00000026192,40,23
ENSMUSG00000026193,4,1
ENSMUSG00000026198,25,12
ENSMUSG00000026199,16,8
ENSMUSG00000040943,9,4
ENSMUSG00000040940,12,8
ENSMUSG00000040945,71,38
ENSMUSG00000031851,6,4
ENSMUSG00000003154,32,16
ENSMUSG00000088707,2,1
ENSMUSG00000027200,20,10
ENSMUSG00000035242,6,3
ENSMUSG00000035246,16,10
ENSMUSG00000083396,16,7
ENSMUSG00000083392,10,2
ENSMUSG00000046456,5,4
ENSMUSG00000058145,1,1
ENSMUSG00000002409,23,13
ENSMUSG00000035722,7,3
ENSMUSG00000043384,1192,612
ENSMUSG00000046312,1,1
ENSMUSG00000041153,40,21
ENSMUSG00000001175,8291,4183
ENSMUSG00000051853,1390,718
ENSMUSG00000051851,155,82
ENSMUSG00000051855,24,9
ENSMUSG00000050188,6,3
ENSMUSG00000016940,43,21
ENSMUSG00000016946,9,6
ENSMUSG00000051586,23,12
ENSMUSG00000040209,13,6
ENSMUSG00000061911,414,202
ENSMUSG00000005125,60,33
ENSMUSG00000015377,30,10
ENSMUSG00000056116,3,3
ENSMUSG00000051329,8,3
ENSMUSG00000055675,51,29
ENSMUSG00000047264,10,7
ENSMUSG00000047261,283,154
ENSMUSG00000047260,6,3
ENSMUSG00000015994,29,15
ENSMUSG00000013236,744,397
ENSMUSG00000063428,1,1
ENSMUSG00000064437,5,3
ENSMUSG00000052656,57,31
ENSMUSG00000066491,22,15
ENSMUSG00000052748,6,4
ENSMUSG00000018068,24,11
ENSMUSG00000046186,5,2
ENSMUSG00000062778,5,4
ENSMUSG00000036093,16,11
ENSMUSG00000002365,2,1
ENSMUSG00000036095,486,260
ENSMUSG00000036097,24,12
ENSMUSG00000036098,8,3
ENSMUSG00000036099,46,29
ENSMUSG00000061143,1,1
ENSMUSG00000073755,65,35
ENSMUSG00000060438,4,3
ENSMUSG00000062480,75,36
ENSMUSG00000019087,794,394
ENSMUSG00000019080,5,1
ENSMUSG00000033578,45,22
ENSMUSG00000033577,16,11
ENSMUSG00000091405,54,25
ENSMUSG00000055835,63,25
ENSMUSG00000049321,24,10
ENSMUSG00000049323,63,37
ENSMUSG00000030008,15,9
ENSMUSG00000037058,91,53
ENSMUSG00000030000,415,226
ENSMUSG00000030002,25,14
ENSMUSG00000030007,431,228
ENSMUSG00000020908,3,2
ENSMUSG00000020900,695,362
ENSMUSG00000020903,43,23
ENSMUSG00000018932,3,3
ENSMUSG00000063160,141,79
ENSMUSG00000090446,9,5
ENSMUSG00000056875,1,1
ENSMUSG00000043004,125,66
ENSMUSG00000039523,16,9
ENSMUSG00000048581,17,9
ENSMUSG00000029199,53,23
ENSMUSG00000029198,66,33
ENSMUSG00000029196,23,12
ENSMUSG00000029191,36,19
ENSMUSG00000029190,98,47
ENSMUSG00000029192,42,23
ENSMUSG00000031060,14,6
ENSMUSG00000031065,31,17
ENSMUSG00000031066,330,172
ENSMUSG00000031068,31,24
ENSMUSG00000023764,2,2
ENSMUSG00000070972,8,3
ENSMUSG00000028826,90,46
ENSMUSG00000034659,52,21
ENSMUSG00000028822,153,88
ENSMUSG00000028820,331,153
ENSMUSG00000028821,38,19
ENSMUSG00000034653,60,34
ENSMUSG00000034656,145,71
ENSMUSG00000021699,80,42
ENSMUSG00000021692,11,6
ENSMUSG00000021693,259,126
ENSMUSG00000021690,66,34
ENSMUSG00000021696,5,1
ENSMUSG00000021694,17,6
ENSMUSG00000029447,519,267
ENSMUSG00000029446,17,7
ENSMUSG00000022412,11,5
ENSMUSG00000022415,75,44
ENSMUSG00000022414,8,7
ENSMUSG00000022416,61,31
ENSMUSG00000022419,5,1
ENSMUSG00000029449,53,27
ENSMUSG00000042757,3,2
ENSMUSG00000042750,287,161
ENSMUSG00000042751,146,77
ENSMUSG00000036872,1,1
ENSMUSG00000069135,19,8
ENSMUSG00000036879,18,8
ENSMUSG00000035529,4,2
ENSMUSG00000035521,60,37
ENSMUSG00000033961,6,3
ENSMUSG00000033960,83,42
ENSMUSG00000028310,2,1
ENSMUSG00000033966,42,20
ENSMUSG00000028312,20,9
ENSMUSG00000028318,14,7
ENSMUSG00000029319,9,4
ENSMUSG00000020128,6,2
ENSMUSG00000020121,10,7
ENSMUSG00000020120,4,1
ENSMUSG00000020124,232,120
ENSMUSG00000075227,18,10
ENSMUSG00000075229,3,2
ENSMUSG00000018541,27,12
ENSMUSG00000018547,136,75
ENSMUSG00000018548,319,168
ENSMUSG00000044345,2,1
ENSMUSG00000044340,142,80
ENSMUSG00000044349,12,7
ENSMUSG00000044348,2,4
ENSMUSG00000087189,1,1
ENSMUSG00000087185,4,2
ENSMUSG00000027692,172,97
ENSMUSG00000048874,141,73
ENSMUSG00000074215,2,1
ENSMUSG00000079941,44,25
ENSMUSG00000086583,1,1
ENSMUSG00000074210,6,2
ENSMUSG00000074211,3,2
ENSMUSG00000024172,71,34
ENSMUSG00000080869,11,4
ENSMUSG00000033033,11,4
ENSMUSG00000033039,2,1
ENSMUSG00000024927,8,5
ENSMUSG00000024926,33,19
ENSMUSG00000024925,13,7
ENSMUSG00000024924,139,73
ENSMUSG00000024921,246,135
ENSMUSG00000041351,203,108
ENSMUSG00000042496,22,11
ENSMUSG00000041355,67,38
ENSMUSG00000075918,1,1
ENSMUSG00000031438,73,39
ENSMUSG00000086325,2,1
ENSMUSG00000086324,2,1
ENSMUSG00000031433,5,4
ENSMUSG00000031432,106,53
ENSMUSG00000004508,20,11
ENSMUSG00000031431,8,6
ENSMUSG00000004500,4,1
ENSMUSG00000081052,1,1
ENSMUSG00000029838,369,205
ENSMUSG00000009905,44,20
ENSMUSG00000009907,41,21
ENSMUSG00000078153,1,1
ENSMUSG00000034353,52,28
ENSMUSG00000034354,92,45
ENSMUSG00000046085,1,1
ENSMUSG00000046082,1,1
ENSMUSG00000045576,36,21
ENSMUSG00000082836,23,9
ENSMUSG00000002617,6,2
ENSMUSG00000044627,175,84
ENSMUSG00000044624,1,1
ENSMUSG00000044628,26,17
ENSMUSG00000044629,111,64
ENSMUSG00000041058,12,6
ENSMUSG00000041057,49,23
ENSMUSG00000081871,47,21
ENSMUSG00000081875,4,2
ENSMUSG00000010047,7,4
ENSMUSG00000010045,43,23
ENSMUSG00000010044,2,2
ENSMUSG00000010048,1,1
ENSMUSG00000018387,4,1
ENSMUSG00000014748,13,5
ENSMUSG00000090137,26,19
ENSMUSG00000055670,137,73
ENSMUSG00000090138,4,2
ENSMUSG00000040018,21,12
ENSMUSG00000040010,21,11
ENSMUSG00000061894,3,1
ENSMUSG00000061897,12,6
ENSMUSG00000061898,16,9
ENSMUSG00000056091,127,61
ENSMUSG00000025529,38,17
ENSMUSG00000078525,4,2
ENSMUSG00000025521,7,4
ENSMUSG00000025592,3,1
ENSMUSG00000017802,23,13
ENSMUSG00000025525,10,7
ENSMUSG00000017801,53,23
ENSMUSG00000060681,149,72
ENSMUSG00000047547,141,73
ENSMUSG00000053317,12,6
ENSMUSG00000053310,1599,872
ENSMUSG00000060380,2,2
ENSMUSG00000038822,28,18
ENSMUSG00000038827,17,12
ENSMUSG00000038828,33,11
ENSMUSG00000020003,29,14
ENSMUSG00000020009,23,10
ENSMUSG00000020000,1,1
ENSMUSG00000022895,129,80
ENSMUSG00000022897,113,56
ENSMUSG00000022890,254,120
ENSMUSG00000022893,6,4
ENSMUSG00000022892,5529,2827
ENSMUSG00000022899,1,1
ENSMUSG00000022898,18,9
ENSMUSG00000051606,1,1
ENSMUSG00000036686,65,30
ENSMUSG00000039886,15,7
ENSMUSG00000039887,6,3
ENSMUSG00000030905,906,471
ENSMUSG00000036533,4,4
ENSMUSG00000036537,8,6
ENSMUSG00000036534,21,9
ENSMUSG00000071054,197,102
ENSMUSG00000056427,382,195
ENSMUSG00000091613,2,2
ENSMUSG00000091612,15,10
ENSMUSG00000091615,1,1
ENSMUSG00000049287,2,2
ENSMUSG00000049281,509,271
ENSMUSG00000038593,11,5
ENSMUSG00000060601,11,7
ENSMUSG00000038594,20,9
ENSMUSG00000030279,66,34
ENSMUSG00000030275,337,173
ENSMUSG00000030272,18,7
ENSMUSG00000030270,2,1
ENSMUSG00000030271,7,3
ENSMUSG00000073563,49,26
ENSMUSG00000038048,125,62
ENSMUSG00000038047,1,1
ENSMUSG00000038046,12,9
ENSMUSG00000038042,87,41
ENSMUSG00000011096,37,20
ENSMUSG00000022335,3,3
ENSMUSG00000022336,89,46
ENSMUSG00000022339,38,20
ENSMUSG00000068962,1,1
ENSMUSG00000075590,16,9
ENSMUSG00000075591,13,48
ENSMUSG00000075593,3,1
ENSMUSG00000075595,5,3
ENSMUSG00000034595,2,1
ENSMUSG00000034593,540,289
ENSMUSG00000043639,4,1
ENSMUSG00000034591,11,6
ENSMUSG00000043635,28,14
ENSMUSG00000043631,9,2
ENSMUSG00000043633,15,8
ENSMUSG00000040430,16,6
ENSMUSG00000039316,14,7
ENSMUSG00000039315,1,1
ENSMUSG00000039318,158,84
ENSMUSG00000029763,142,75
ENSMUSG00000029761,1,1
ENSMUSG00000029767,144,75
ENSMUSG00000029765,345,173
ENSMUSG00000029769,12,9
ENSMUSG00000004980,957,510
ENSMUSG00000025645,3,2
ENSMUSG00000025647,25,11
ENSMUSG00000025646,15,10
ENSMUSG00000025648,16,7
ENSMUSG00000021156,134,77
ENSMUSG00000092877,37,20
ENSMUSG00000045777,35,20
ENSMUSG00000035847,133,69
ENSMUSG00000052917,59,26
ENSMUSG00000024067,30,13
ENSMUSG00000074344,2,1
ENSMUSG00000024065,104,53
ENSMUSG00000024063,1,1
ENSMUSG00000039385,50,23
ENSMUSG00000024068,41,16
ENSMUSG00000024069,31,16
ENSMUSG00000068037,19,11
ENSMUSG00000068036,94,48
ENSMUSG00000068039,395,199
ENSMUSG00000042275,18,11
ENSMUSG00000042272,35,18
ENSMUSG00000042271,28,12
ENSMUSG00000025040,53,27
ENSMUSG00000005374,19,11
ENSMUSG00000029088,144,81
ENSMUSG00000040242,15,10
ENSMUSG00000024104,300,176
ENSMUSG00000024683,56,28
ENSMUSG00000024687,79,40
ENSMUSG00000074968,243,128
ENSMUSG00000006800,115,62
ENSMUSG00000001855,52,23
ENSMUSG00000026463,40,18
ENSMUSG00000005575,112,61
ENSMUSG00000060314,16,11
ENSMUSG00000040653,17,8
ENSMUSG00000027088,46,26
ENSMUSG00000040651,54,27
ENSMUSG00000027080,100,47
ENSMUSG00000040659,55,34
ENSMUSG00000027087,64,25
ENSMUSG00000027086,19,7
ENSMUSG00000026687,24,10
ENSMUSG00000029016,65,38
ENSMUSG00000026683,1,1
ENSMUSG00000026688,133,65
ENSMUSG00000082267,5,1
ENSMUSG00000024270,84,35
ENSMUSG00000026356,142,82
ENSMUSG00000026354,22,11
ENSMUSG00000026355,13,8
ENSMUSG00000026353,177,91
ENSMUSG00000037486,18,9
ENSMUSG00000037487,201,96
ENSMUSG00000081792,5,4
ENSMUSG00000023048,5,3
ENSMUSG00000085957,7,4
ENSMUSG00000081242,1,1
ENSMUSG00000064043,64,29
ENSMUSG00000088325,1,1
ENSMUSG00000002797,18,11
ENSMUSG00000017639,78,47
ENSMUSG00000002791,1,1
ENSMUSG00000053841,44,25
ENSMUSG00000017631,789,400
ENSMUSG00000002799,19,10
ENSMUSG00000083399,6,3
ENSMUSG00000001441,337,187
ENSMUSG00000001440,344,174
ENSMUSG00000001445,28,15
ENSMUSG00000029651,32,18
ENSMUSG00000015709,266,140
ENSMUSG00000067028,37,19
ENSMUSG00000005161,131,71
ENSMUSG00000000792,10,6
ENSMUSG00000079012,5,2
ENSMUSG00000065870,8,5
ENSMUSG00000054863,20,12
ENSMUSG00000041241,40,21
ENSMUSG00000041245,34,17
ENSMUSG00000000420,36,14
ENSMUSG00000055194,1,1
ENSMUSG00000050347,3,3
ENSMUSG00000022136,115,67
ENSMUSG00000030276,1,1
ENSMUSG00000022132,8,4
ENSMUSG00000022131,1,1
ENSMUSG00000022139,325,172
ENSMUSG00000055733,172,83
ENSMUSG00000091964,18,10
ENSMUSG00000064837,1,1
ENSMUSG00000022680,129,65
ENSMUSG00000022681,16,9
ENSMUSG00000022682,98,50
ENSMUSG00000022684,19,11
ENSMUSG00000022685,42,23
ENSMUSG00000022687,3,2
ENSMUSG00000057778,14,8
ENSMUSG00000025487,119,60
ENSMUSG00000025486,29,16
ENSMUSG00000025485,54,24
ENSMUSG00000025484,22,11
ENSMUSG00000025480,1,1
ENSMUSG00000039253,46,28
ENSMUSG00000039252,8,4
ENSMUSG00000039257,37,20
ENSMUSG00000039254,14,6
ENSMUSG00000035958,16,10
ENSMUSG00000035954,875,438
ENSMUSG00000035953,61,34
ENSMUSG00000028167,1,1
ENSMUSG00000028165,23,13
ENSMUSG00000028164,1,1
ENSMUSG00000028163,6,3
ENSMUSG00000028161,4845,2468
ENSMUSG00000060029,8,4
ENSMUSG00000031434,14,5
ENSMUSG00000018774,3,1
ENSMUSG00000091035,14,5
ENSMUSG00000018770,717,363
ENSMUSG00000073888,3,3
ENSMUSG00000021569,2,2
ENSMUSG00000021567,1,1
ENSMUSG00000052852,112,65
ENSMUSG00000083406,4,1
ENSMUSG00000018196,64,30
ENSMUSG00000018199,65,31
ENSMUSG00000086171,114,61
ENSMUSG00000086174,1,1
ENSMUSG00000086176,13,7
ENSMUSG00000019828,74,33
ENSMUSG00000019822,4,3
ENSMUSG00000019820,1,1
ENSMUSG00000019826,31,14
ENSMUSG00000070287,33,18
ENSMUSG00000070284,15,10
ENSMUSG00000070283,37,20
ENSMUSG00000054455,114,56
ENSMUSG00000054450,1,1
ENSMUSG00000054452,219,115
ENSMUSG00000054459,2335,1253
ENSMUSG00000030654,344,169
ENSMUSG00000020219,68,32
ENSMUSG00000063049,24,15
ENSMUSG00000027248,685,366
ENSMUSG00000020211,35,25
ENSMUSG00000020212,20,11
ENSMUSG00000027243,3,2
ENSMUSG00000033444,68,32
ENSMUSG00000037563,19,9
ENSMUSG00000045733,39,24
ENSMUSG00000026116,151,87
ENSMUSG00000026117,6,3
ENSMUSG00000026110,42,20
ENSMUSG00000026111,62,27
ENSMUSG00000026112,6,5
ENSMUSG00000026113,178,90
ENSMUSG00000034145,98,51
ENSMUSG00000022332,415,213
ENSMUSG00000003226,332,178
ENSMUSG00000022337,143,80
ENSMUSG00000022338,40,23
ENSMUSG00000005973,6,3
ENSMUSG00000046364,5,3
ENSMUSG00000089250,5,4
ENSMUSG00000042846,4,2
ENSMUSG00000026803,9,3
ENSMUSG00000042595,20,10
ENSMUSG00000026806,16,6
ENSMUSG00000026807,2,1
ENSMUSG00000042590,133,63
ENSMUSG00000042599,76,34
ENSMUSG00000043467,3,3
ENSMUSG00000029359,65,31
ENSMUSG00000035239,2,2
ENSMUSG00000027351,115,53
ENSMUSG00000035232,91,47
ENSMUSG00000035235,12,5
ENSMUSG00000035234,6,3
ENSMUSG00000035237,3,2
ENSMUSG00000035236,73,34
ENSMUSG00000028405,56,28
ENSMUSG00000028407,17,8
ENSMUSG00000028402,64,32
ENSMUSG00000028403,10,6
ENSMUSG00000028409,286,138
ENSMUSG00000048379,6,2
ENSMUSG00000030752,2,1
ENSMUSG00000006307,7,4
ENSMUSG00000006304,891,456
ENSMUSG00000045100,13,9
ENSMUSG00000042331,280,149
ENSMUSG00000045104,18,11
ENSMUSG00000045106,13,8
ENSMUSG00000044857,17,7
ENSMUSG00000087341,8,4
ENSMUSG00000082190,1,1
ENSMUSG00000024188,94,47
ENSMUSG00000024181,45,24
ENSMUSG00000024182,18,8
ENSMUSG00000032580,106,58
ENSMUSG00000079657,67,35
ENSMUSG00000079658,73,39
ENSMUSG00000050424,4,1
ENSMUSG00000024234,49,24
ENSMUSG00000024231,213,106
ENSMUSG00000024238,24,12
ENSMUSG00000043192,140,74
ENSMUSG00000059423,6,3
ENSMUSG00000041733,40,22
ENSMUSG00000047777,38,20
ENSMUSG00000027763,127,56
ENSMUSG00000056629,113,55
ENSMUSG00000058594,32,16
ENSMUSG00000000915,28,12
ENSMUSG00000000916,2,1
ENSMUSG00000057572,14,5
ENSMUSG00000080775,148,80
ENSMUSG00000080772,17,7
ENSMUSG00000080773,2,1
ENSMUSG00000080778,19,12
ENSMUSG00000066760,1,1
ENSMUSG00000047193,62,36
ENSMUSG00000082431,21,9
ENSMUSG00000046822,20,11
ENSMUSG00000084104,7,3
ENSMUSG00000050926,1,1
ENSMUSG00000009569,421,221
ENSMUSG00000009566,6,4
ENSMUSG00000009563,8,5
ENSMUSG00000081160,6,3
ENSMUSG00000081164,24,12
ENSMUSG00000061232,2,1
ENSMUSG00000091337,171,87
ENSMUSG00000016757,14,8
ENSMUSG00000053477,491,267
ENSMUSG00000053470,83,45
ENSMUSG00000078249,7,3
ENSMUSG00000078247,7,3
ENSMUSG00000014668,11,6
ENSMUSG00000017400,2,2
ENSMUSG00000017404,13,9
ENSMUSG00000001632,32,20
ENSMUSG00000001630,9,4
ENSMUSG00000010755,54,22
ENSMUSG00000042178,10,7
ENSMUSG00000023456,899,474
ENSMUSG00000023452,8,4
ENSMUSG00000025858,30,17
ENSMUSG00000062252,1,1
ENSMUSG00000062257,554,293
ENSMUSG00000025854,22,12
ENSMUSG00000025855,737,392
ENSMUSG00000025856,18,10
ENSMUSG00000025857,3,2
ENSMUSG00000021340,5,1
ENSMUSG00000031357,66,27
ENSMUSG00000031352,19,13
ENSMUSG00000031353,391,194
ENSMUSG00000031351,3,3
ENSMUSG00000029111,28,16
ENSMUSG00000029110,41,25
ENSMUSG00000029119,31,18
ENSMUSG00000038332,52,31
ENSMUSG00000038331,64,36
ENSMUSG00000038335,60,32
ENSMUSG00000020431,94,51
ENSMUSG00000020430,21,13
ENSMUSG00000020435,158,75
ENSMUSG00000024064,2,2
ENSMUSG00000020436,658,354
ENSMUSG00000028648,104,53
ENSMUSG00000028649,284,134
ENSMUSG00000028643,3,1
ENSMUSG00000028641,2,2
ENSMUSG00000028646,79,34
ENSMUSG00000028647,3,2
ENSMUSG00000028645,3,2
ENSMUSG00000022498,24,11
ENSMUSG00000022490,52,29
ENSMUSG00000022494,34,17
ENSMUSG00000028398,8,4
ENSMUSG00000028399,140,77
ENSMUSG00000028394,22,12
ENSMUSG00000025147,6,4
ENSMUSG00000028397,48,25
ENSMUSG00000025142,26,15
ENSMUSG00000028391,14,5
ENSMUSG00000049832,25,8
ENSMUSG00000087101,133,62
ENSMUSG00000000531,150,77
ENSMUSG00000087108,5,1
ENSMUSG00000032077,5,4
ENSMUSG00000036054,129,71
ENSMUSG00000024436,7,5
ENSMUSG00000024431,141,75
ENSMUSG00000024430,4,1
ENSMUSG00000036057,33,21
ENSMUSG00000053730,12,6
ENSMUSG00000049164,7,5
ENSMUSG00000032925,5,2
ENSMUSG00000054428,295,152
ENSMUSG00000020395,3,1
ENSMUSG00000020396,79,40
ENSMUSG00000020397,54,22
ENSMUSG00000020390,162,85
ENSMUSG00000020392,11,7
ENSMUSG00000020393,5,3
ENSMUSG00000027162,235,117
ENSMUSG00000027160,1,1
ENSMUSG00000027166,7,4
ENSMUSG00000027164,9,4
